-,-,-,-,-,-,-,-,habitante,habitante,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,1.000 m³/ano,habitante,1.000 m³/ano,1.000 m³/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano,amostra/ano
cod_munip,nome_munip,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,"amostra_turbidez_irregular",amostra_coliformes,amostra_coliformes_irregular
311050,Caetanópolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.869,8.632,"727,26","72,73","654,53","727,26",,,,8.527,0,8.535,0,293,0
311060,Caeté,31100011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,45.364,44.377,"4.053,11","4.053,11",0,0,40.605,"2.945,69","572,49",18.824,17,9.412,10,1.456,38
311070,Caiana,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.584,2.867,"158,91","79,46","79,45","158,91",,,,3.144,0,3.144,70,180,0
311080,Cajuri,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.961,2.128,"168,63",0,"168,63","168,63",,,,1.447,0,1.406,1,294,3
311090,Caldas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,14.600,6.951,"659,22","590,64","68,58","659,22",5.347,"251,42",0,4.702,0,4.673,0,267,5
311100,Camacho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,2.839,1.416,"118,4",0,"118,4","118,4",,,,276,1,267,0,134,1
311110,Camanducaia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,21.831,15.519,"1.804,14","1.788,41","15,73","1.804,14",11.869,"669,51","595,38",11.452,3,11.420,0,466,13
311115,Cambuí,31106011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,30.068,30.068,"3.012,00","2.756,80","63,23","2.756,80",30.068,"1.272,43","19,97",5.597,0,5.597,0,780,0
311120,Cambuquira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.810,10.141,"1.353,76","676,88","676,88","1.353,76",7.517,"220,81",0,4.811,0,4.796,0,246,0
311130,Campanário,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.739,2.612,"158,26","79,13","79,13","158,26",,,,3.879,0,3.864,0,106,0
311140,Campanha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,16.855,13.349,"897,7","224,42","673,28","897,7",12.867,"483,1",0,4.152,0,4.137,2,272,0
311150,Campestre,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,21.052,11.358,"912,65","912,65",0,"912,65",,,,3.844,0,3.817,1,298,0
311160,Campina Verde,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,19.759,13.438,"1.171,81","1.123,63","48,18","1.171,81",12.846,"566,3","566,3",4.357,0,4.353,1,436,0
311190,Campo Azul,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.830,1.626,"92,11",0,"92,11","92,11",,,,493,0,478,0,135,6
311170,Campo Belo,31112011,Departamento Municipal de Água e Esgoto,DEMAE,Local,Autarquia,Água e Esgoto,54.338,52.244,"4.654,42","4.052,11","602,31","4.052,11",51.592,"2.117,74",0,7.249,0,7.249,0,989,0
311180,Campo do Meio,31113011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,11.648,10.490,"634,11","634,11",0,"634,11",10.210,443,0,3.903,28,3.903,18,96,0
311200,Campo Florido,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,8.383,5.978,"505,33",0,"505,33","505,33",5.978,"279,29",0,536,0,536,0,171,0
311205,Campos Altos,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,15.661,12.311,"841,75","841,75",0,"841,75",,,,3.395,0,3.398,0,294,1
311210,Campos Gerais,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,28.908,18.981,"1.291,21","814,25","476,96","1.291,21",,,,11.101,2,11.064,2,525,6
311220,Cana Verde,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.585,3.799,"279,9","139,95","139,95","279,9",,,,2.235,0,2.228,0,157,0
311230,Canaã,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.533,1.888,"130,57",0,"130,57","130,57",,,,539,0,516,0,151,0
311240,Canápolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,12.251,9.545,"798,6","798,6",0,"798,6",,,,3.378,0,3.378,0,252,0
311250,Candeias,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,14.890,10.522,"707,95","707,95",0,"707,95",,,,7.035,0,7.020,0,314,0
311260,Cantagalo,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.575,2.463,"120,24","120,24",0,"120,24",,,,3.072,0,3.063,0,153,0
311265,Caparaó,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,5.464,1.755,"92,37","92,37",0,"92,37",,,,1.317,0,1.317,0,105,1
311270,Capela Nova,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,4.616,1.985,"140,68",0,"140,68","140,68",,,,477,0,477,0,112,0
311280,Capelinha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,38.321,26.932,"1.811,90","1.207,93","603,97","1.811,90",26.098,"912,18",0,5.501,0,5.493,3,690,0
311300,Capetinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.860,5.368,"415,7","415,7",0,"415,7",490,"20,35","20,14",5.382,0,5.354,0,273,0
311310,Capim Branco,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,9.896,8.816,"1.017,94",0,"1.017,94","1.017,94",1.964,"103,86","48,57",1.400,4,1.393,2,496,8
311320,Capinópolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,16.294,12.985,"1.286,44","1.286,44",0,"1.286,44",,,,4.159,5,4.163,1,342,0
311330,Capitão Andrade,31126511,Prefeitura Municipal de Capitão Andrade,PMCA,Local,Administração pública direta,Água e Esgoto,5.559,4.114,258,250,8,0,4.114,204,0,4.320,0,144,0,96,0
311340,Capitão Enéas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,15.388,9.701,"570,79",0,"570,79","570,79",6.048,"176,54","176,54",608,0,604,0,239,0
311350,Capitólio,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.693,6.898,"1.133,83","1.133,83",0,"1.133,83",,,,8.749,1,8.713,0,351,0
311360,Caputira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,9.318,3.514,"286,52","230,18","56,34","286,52",,,,2.776,0,2.776,0,283,0
311370,Caraí,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,23.872,6.716,"384,42","247,14","137,28","38,44",6.105,"298,5","29,85",7.051,498,6.966,26,732,1
311380,Caranaíba,31131011,Prefeitura Municipal de Caranaíba,PMC,Local,Administração pública direta,Água e Esgoto,3.150,2.249,170,0,170,0,946,60,0,1,0,312,147,312,171
311390,Carandaí,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,25.831,19.646,"1.442,06","671,48","770,58","1.442,06",,,,7.077,0,7.077,1,764,0
311400,Carangola,31133011,Serviço Municipal de Saneamento Básico e Infraestrutura,SEMASA,Local,Autarquia,Água e Esgoto,33.022,25.006,"2.932,10","2.910,15","21,95","2.910,15",19.319,"1.335,74","165,19",19.096,0,19.096,0,1.175,0
311410,Caratinga,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,93.124,69.144,"4.888,47","4.791,57","96,9","4.888,47",56.155,"2.280,75","1.747,99",13.985,19,13.964,350,1.983,16
311420,Carbonita,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,9.423,7.030,"371,99","371,99",0,"371,99",5.544,"184,08","178,8",5.753,0,5.761,8,283,0
311440,Careaçu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.826,4.648,"337,77","337,77",0,"337,77",,,,5.284,0,5.281,9,114,0
311450,Carlos Chagas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,18.516,10.769,"706,09","706,09",0,"706,09",9.444,"361,53","361,53",3.863,0,3.847,11,241,2
311460,Carmésia,31138011,Prefeitura Municipal de Carmésia,PMC,Local,Administração pública direta,Água e Esgoto,2.660,1.950,190,158,30,0,1.418,76,76,5.000,66,5.000,58,4.900,6
311470,Carmo da Cachoeira,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.193,8.642,"608,88","608,88",0,"608,88",7.845,"307,67",0,4.867,0,4.841,3,379,0
311480,Carmo da Mata,31140011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,11.546,11.143,"817,31","746,5","70,81","817,1",9.845,"308,83","250,09",3.888,47,3.873,56,678,40
311490,Carmo de Minas,31141011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,15.031,15.031,"1.058,16","1.058,16",0,0,11.138,"947,61",0,4.721,15,4.721,15,472,3
311500,Carmo do Cajuru,31142011,Serviço Autarquico de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,22.900,21.455,"1.914,61","1.623,35","291,26","1.623,35",16.739,"855,92","196,42",5.375,90,5.124,35,778,0
311510,Carmo do Paranaíba,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,30.339,22.950,"1.704,02","1.262,78","441,24","1.704,02",22.679,"1.055,49","922,75",10.677,0,10.678,6,613,1
311530,Carmo do Rio Claro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,21.310,14.300,"1.049,00","1.034,08","14,92","1.049,00",13.807,"638,25","638,25",4.179,0,4.132,0,506,0
311535,Carmópolis de Minas,31145011,Serviço de Saneamento Ambiental Municipal,SESAM,Local,Autarquia,Água e Esgoto,19.756,19.756,"1.152,00","1.050,00",102,"1.050,00",19.756,735,551,8.500,0,4.920,0,1.230,0
311540,Carneirinho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,10.103,6.589,"472,52",0,"472,52","472,52",6.136,"285,2","285,2",2.271,0,1.565,0,446,0
311545,Carrancas,31146011,Prefeitura Municipal de Carrancas,PMC,Local,Administração pública direta,Água,4.052,2.781,114,0,0,0,,,,2,2,2,2,36,36
311547,Carvalhópolis,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.614,2.636,"164,63","164,63",0,"164,63",,,,2.664,0,2.655,0,116,0
311550,Carvalhos,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.445,1.973,"167,24","167,24",0,"167,24",1.538,"79,89",0,2.080,0,2.074,0,119,0
311560,Casa Grande,31149011,Prefeitura Municipal de Casa Grande,PMCG,Local,Administração pública direta,Água,2.251,2.251,"126,14",0,100,0,,,,48,48,48,48,48,48
311570,Cascalho Rico,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.108,1.931,"146,84",0,"146,84","146,84",,,,673,0,669,0,220,1
311580,Cássia,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,17.741,13.726,"1.488,27","1.488,27",0,"1.488,27",,,,4.425,0,4.392,0,333,0
311590,Cataguases,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,75.942,64.696,"6.113,75","5.842,91","270,84","6.113,75",46.613,"1.927,41","461,95",7.935,3,7.921,24,1.627,17
311600,Catas Altas,31153511,Prefeitura Municipal de Catas Altas,PMCA,Local,Administração pública direta,Água e Esgoto,5.465,4.806,946,"346,9","200,3",0,4.078,268,"227,8",12,0,12,0,12,4
311610,Catas Altas da Noruega,31154011,Prefeitura Municipal de Catas Altas da Noruega,PMCAN,Local,Administração pública direta,Água,3.665,1.513,192,0,192,0,,,,0,0,4,0,48,0
311615,Catuji,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,6.206,2.741,"185,74","168,61",0,"160,01",2.641,"96,58",0,3.986,21,4.079,117,265,2
311630,Catuti,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,4.944,2.189,"124,46","124,46",0,"124,46",843,"28,2","28,2",8.872,0,8.868,1,133,0
311640,Caxambu,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,21.566,18.632,"1.312,93","1.312,93",0,"1.312,93",18.225,"805,41","805,41",8.704,0,8.698,1,469,0
311650,Cedro do Abaeté,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,1.150,778,"68,05","68,05",0,"68,05",,,,2.310,0,2.312,0,148,0
311660,Central de Minas,31157011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,7.059,5.831,516,496,20,496,5.831,"297,6",1,5.189,0,5.189,388,288,0
311670,Centralina,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,10.343,7.670,"561,22","280,61","280,61","561,22",3.771,"158,22","158,22",3.279,0,3.273,0,226,0
311680,Chácara,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.216,1.965,"154,6",0,"154,6","154,6",,,,889,0,894,0,134,0
311690,Chalé,31160011,Prefeitura Municipal de Chalé,PMC,Local,Administração pública direta,Água e Esgoto,5.695,3.250,"2.320,00","2.320,00",0,0,3.250,585,0,6.000,0,6.500,0,170,0
311700,Chapada do Norte,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,15.334,5.999,"318,98","304,3","14,68","288,58",520,"12,32",0,6.320,29,6.320,38,1.631,25
311710,Chapada Gaúcha,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,14.217,6.916,"354,38",0,"354,38","354,38",,,,6.621,1,6.621,96,295,1
311520,Cipotânea,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,6.811,3.162,"183,82","183,82",0,"183,82",,,,2.139,0,2.140,0,112,0
311730,Claraval,31164011,Prefeitura Municipal de Claraval,PMC,Local,Administração pública direta,Água e Esgoto,4.873,4.853,287,0,0,225,1.500,"223,54",92,36,0,36,0,36,0
311720,Claro dos Poções,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,7.478,5.033,"270,95","180,04","90,91","270,95",2.057,"66,87","66,87",3.058,0,3.058,0,286,1
311740,Cláudio,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,29.093,23.219,"1.551,17","1.487,68","63,49","1.551,17",23.164,"870,86","870,86",5.071,0,5.066,54,603,1
311750,Coimbra,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.631,4.983,"313,59","313,59",0,"313,59",,,,1.075,0,1.038,0,192,1
311760,Coluna,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,8.810,3.866,"209,67",0,"209,67","209,67",,,,441,3,438,29,172,0
311770,Comendador Gomes,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,3.128,1.470,"115,24","57,62","57,62","115,24",,,,1.026,0,1.028,0,111,0
311780,Comercinho,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos,6.624,3.720,"218,52","196,31","22,21",0,2.219,"92,85",0,4.495,9,4.457,126,308,0
311783,Conceição da Aparecida,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,10.351,6.192,"508,66","508,66",0,"508,66",,,,3.777,0,3.760,0,181,0
311787,Conceição da Barra de Minas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,3.939,2.617,"157,79",0,"157,79","157,79",1.718,"59,77","59,77",876,0,867,0,164,0
311790,Conceição das Alagoas,31173011,Prefeitura Municipal de Conceição das Alagoas,PMCA,Local,Administração pública direta,Água e Esgoto,28.782,28.455,"2.900,00",0,"2.900,00","2.900,00",28.128,"1.451,00",0,180,22,180,0,180,0
311800,Conceição das Pedras,31172011,Prefeitura Municipal de Conceição das Pedras,PMCP,Local,Administração pública direta,Água e Esgoto,2.814,2.813,420,0,420,0,2.814,85,0,75,40,75,2,75,3
311820,Conceição de Ipanema,31174011,Prefeitura Municipal de Conceição de Ipanema,PMCI,Local,Administração pública direta,Água e Esgoto,4.581,4.581,610,540,0,540,4.581,506,0,4.500,0,4.500,5,285,5
311830,Conceição do Mato Dentro,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,17.438,10.428,"1.254,10","1.254,10",0,"1.254,10",8.401,"472,13","287,45",9.523,2,9.523,66,388,2
311840,Conceição do Pará,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,5.558,2.154,"201,06","201,06",0,"201,06",1.773,"93,6",0,6.603,10,6.600,99,141,1
311850,Conceição do Rio Verde,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,13.729,10.814,"789,34","394,67","394,67","789,34",,,,4.575,0,4.566,0,300,0
311860,Conceição dos Ouros,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,11.852,8.967,"709,94","354,97","354,97","709,94",,,,4.909,0,4.881,345,270,4
311870,Cônego Marinho,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água,7.730,2.056,"84,54",0,"84,54","84,54",,,,430,0,509,0,143,3
311880,Confins,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.867,6.608,"1.097,68",0,"1.097,68","1.097,68",0,"107,13","107,13",4.475,0,4.476,1,272,13
311890,Congonhal,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,12.209,8.672,"583,66","583,66",0,"583,66",8.672,"330,22",0,4.233,2,4.224,0,217,0
311900,Congonhas,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,55.836,44.690,"3.797,38","3.641,68","155,7","3.797,38",35.741,"1.542,29",0,10.934,0,10.898,23,1.068,0
311910,Conquista,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,6.997,5.432,"425,78","399,32","26,46","425,78",4.796,"241,03","197,95",4.634,0,4.634,0,297,0
311920,Conselheiro Lafaiete,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,130.584,108.510,"9.321,43","9.321,43",0,"9.321,43",96.872,"4.165,91","2.919,45",10.849,3,10.849,2,1.092,0
311930,Conselheiro Pena,31184011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto,22.975,22.975,"2.288,35","2.288,35",0,"2.288,35",22.975,"931,69","89,6",15.082,0,13.980,1.563,976,0
311940,Consolação,31185011,Prefeitura Municipal de Consolação,PMC,Local,Administração pública direta,Água e Esgoto,1.786,982,61,61,0,0,982,41,0,6.116,0,1.158,0,216,0
311950,Contagem,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos,673.849,581.897,"62.549,06","62.549,06",0,"62.549,06",547.949,"22.847,62","22.847,62",12.162,3,12.160,45,2.911,60
