cod_munip,nome_munip,pop_munip,pop_atendida_agua,vol_agua_anual,vol_agua_eta,vol_agua_desinfec,vol_agua_fluor,pop_atendida_esgoto,vol_esgoto_coletado,vol_esgoto_tratado,amostra_cloro,amostra_cloro_irregular,amostra_turbidez,amostra_turbidez_irregular,amostra_coliformes,amostra_coliformes_irregular,,cod_prestador,nome_prestador,sigla_prestador,abrangencia_prestador,tipo_prestador,tipo_servico
310780,Bom Jesus do Galho,14792,9681,644.65,592.16,52.49,644.65,,,,4674,8,4678,5,338,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310790,Bom Repouso,10527,5595,406.19,406.19,0.00,406.19,5434,244.58,244.58,3680,9,3663,201,141,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310800,Bom Sucesso,17612,17604,1042.00,980.00,62.00,1042.00,14480,670.00,670.00,3960,0,3960,0,480,0,,31080011,Águas de Bom Sucesso Ltda,ABS,Local,Empresa privada,Água e Esgoto
310810,Bonfim,6852,3250,384.84,384.84,0.00,384.84,2449,165.58,0.00,3304,1,3305,7,112,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310820,Bonfinópolis de Minas,5397,3948,304.53,304.53,0.00,304.53,,,,2905,0,2905,0,138,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310820,Bonfinópolis de Minas,5397,,,,,,3911,205.11,0.00,,,,,,,,31082011,Prefeitura Municipal de Bonfinópolis de Minas,PMBM,Local,Administração pública direta,Esgoto
310825,Bonito de Minas,11502,2501,171.22,0.00,171.22,171.22,,,,662,0,661,0,135,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310830,Borda da Mata,19809,13689,796.31,796.31,0.00,796.31,13512,447.69,447.69,4626,3,4609,0,380,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310840,Botelhos,14927,11109,831.34,792.31,39.03,831.34,7946,376.90,0.00,6699,1,6650,120,512,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310850,Botumirim,6259,3067,203.22,70.50,132.72,203.22,1224,42.59,42.59,2150,2,2150,7,440,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
310870,Brás Pires,4255,2070,150.00,0.00,150.00,145.00,,,,13,7,13,9,12,5,,31087011,Prefeitura Municipal de Brás Pires,PMBP,Local,Administração pública direta,Água
310855,Brasilândia de Minas,16950,13905,931.54,931.54,0.00,931.54,3677,139.45,139.45,4581,0,4581,0,301,4,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310860,Brasília de Minas,32460,19336,975.02,975.02,0.00,975.02,16338,504.12,504.12,4076,1,4076,0,410,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310880,Braúnas,4737,1584,136.63,0.00,136.63,136.63,,,,796,0,751,0,105,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310890,Brazópolis,14364,8014,794.42,701.94,92.48,794.42,,,,5028,17,4952,1,585,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310890,Brazópolis,14364,,,,,,12000,750.00,0.00,,,,,,,,31089011,Prefeitura Municipal de Brasópolis,PMB,Local,Administração pública direta,Esgoto
310900,Brumadinho,41208,28601,2587.66,1281.23,1306.43,2587.66,17187,1023.27,142.04,21627,1,21629,7,1034,31,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310910,Bueno Brandão,10982,5713,351.65,351.65,0.00,351.65,5455,203.65,203.65,4029,3,4000,74,104,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310920,Buenópolis,10342,6437,397.98,397.98,0.00,397.98,5765,227.45,227.45,3247,0,3253,0,216,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310925,Bugre,3984,1337,95.29,95.29,0.00,95.29,,,,392,0,373,0,126,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310925,Bugre,3984,,,,,,3984,67.00,0.00,,,,,,,,31092511,Prefeitura Municipal de Bugre,PMB,Local,Administração pública direta,Esgoto
310930,Buritis,25179,16220,1085.09,1030.67,54.42,1085.09,6752,281.62,281.62,9014,1,9014,1,462,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310940,Buritizeiro,28184,28180,2069.70,1951.74,0.00,1951.74,,,,3617,0,3613,0,554,0,,31094011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água
310945,Cabeceira Grande,7025,7025,310.17,310.17,0.00,0.00,,,,3568,0,3958,0,60,0,,31094511,Serviço Autônomo de Saneamento de Cabeceira Grande,SANECAB,Local,Autarquia,Água
310950,Cabo Verde,14074,7907,533.10,245.22,287.88,533.10,7748,293.47,0.00,4235,0,4189,0,453,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
310960,Cachoeira da Prata,3580,3426,226.15,0.00,226.15,0.00,3409,180.92,56.08,12,6,1,1,12,2,,31096011,Prefeitura Municipal de Cachoeira da Prata,PMCP,Local,Administração pública direta,Água e Esgoto
310970,Cachoeira de Minas,11609,7456,614.42,614.42,0.00,614.42,,,,6252,0,6207,183,341,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310970,Cachoeira de Minas,11609,,,,,,10106,442.00,0.00,,,,,,,,31097011,Prefeitura Municipal de Cachoeira de Minas,PMCM,Local,Administração pública direta,Esgoto
310270,Cachoeira de Pajeú,9470,5354,267.93,267.93,0.00,0.00,,,,4410,0,4410,1,226,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água
310980,Cachoeira Dourada,2720,2416,140.00,0.00,0.00,0.00,2400,140.00,0.00,1115,0,369,62,263,0,,31098011,Prefeitura Municipal de Cachoeira Dourada,PMCD,Local,Administração pública direta,Água e Esgoto
310990,Caetanópolis,11869,8632,727.26,72.73,654.53,727.26,,,,8527,0,8535,0,293,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
310990,Caetanópolis,11869,,,,,,8022,100.00,10.00,,,,,,,,31099011,Prefeitura Municipal de Caetanópolis,PMC,Local,Administração pública direta,Esgoto
311000,Caeté,45364,44377,4053.11,4053.11,0.00,0.00,40605,2945.69,572.49,18824,17,9412,10,1456,38,,31100011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
311010,Caiana,5584,2867,158.91,79.46,79.45,158.91,,,,3144,0,3144,70,180,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311010,Caiana,5584,,,,,,5584,520.00,0.00,,,,,,,,31101011,Prefeitura Municipal de Caiana,PMC,Local,Administração pública direta,Esgoto
311020,Cajuri,3961,2128,168.63,0.00,168.63,168.63,,,,1447,0,1406,1,294,3,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311020,Cajuri,3961,,,,,,2120,80.00,0.00,,,,,,,,31102011,Prefeitura Municipal de Cajuri,PMC,Local,Administração pública direta,Esgoto
311030,Caldas,14600,6951,659.22,590.64,68.58,659.22,5347,251.42,0.00,4702,0,4673,0,267,5,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311040,Camacho,2839,1416,118.40,0.00,118.40,118.40,,,,276,1,267,0,134,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311050,Camanducaia,21831,15519,1804.14,1788.41,15.73,1804.14,11869,669.51,595.38,11452,3,11420,0,466,13,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311060,Cambuí,30068,30068,3012.00,2756.80,63.23,2756.80,30068,1272.43,19.97,5597,0,5597,0,780,0,,31106011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
311070,Cambuquira,12810,10141,1353.76,676.88,676.88,1353.76,7517,220.81,0.00,4811,0,4796,0,246,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311080,Campanário,3739,2612,158.26,79.13,79.13,158.26,,,,3879,0,3864,0,106,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311090,Campanha,16855,13349,897.70,224.42,673.28,897.70,12867,483.10,0.00,4152,0,4137,2,272,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311100,Campestre,21052,11358,912.65,912.65,0.00,912.65,,,,3844,0,3817,1,298,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311100,Campestre,21052,,,,,,11154,1005.00,0.00,,,,,,,,31110011,Prefeitura Municipal de Campestre,PMC,Local,Administração pública direta,Esgoto
311110,Campina Verde,19759,13438,1171.81,1123.63,48.18,1171.81,12846,566.30,566.30,4357,0,4353,1,436,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311115,Campo Azul,3830,1626,92.11,0.00,92.11,92.11,,,,493,0,478,0,135,6,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311115,Campo Azul,3830,,,,,,2789,200.00,0.00,,,,,,,,31111511,Prefeitura Municipal de Campo Azul,PMCA,Local,Administração pública direta,Esgoto
311120,Campo Belo,54338,52244,4654.42,4052.11,602.31,4052.11,51592,2117.74,0.00,7249,0,7249,0,989,0,,31112011,Departamento Municipal de Água e Esgoto,DEMAE,Local,Autarquia,Água e Esgoto
311130,Campo do Meio,11648,10490,634.11,634.11,0.00,634.11,10210,443.00,0.00,3903,28,3903,18,96,0,,31113011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
311140,Campo Florido,8383,5978,505.33,0.00,505.33,505.33,5978,279.29,0.00,536,0,536,0,171,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311150,Campos Altos,15661,12311,841.75,841.75,0.00,841.75,,,,3395,0,3398,0,294,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311150,Campos Altos,15661,,,,,,15661,2050.00,0.00,,,,,,,,31115011,Prefeitura Municipal de Campos Altos,PMCA,Local,Administração pública direta,Esgoto
311160,Campos Gerais,28908,18981,1291.21,814.25,476.96,1291.21,,,,11101,2,11064,2,525,6,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311160,Campos Gerais,28908,,,,,,28908,1225.46,0.00,,,,,,,,31116011,Prefeitura Municipal de Campos Gerais,PMCG,Local,Administração pública direta,Esgoto
311190,Cana Verde,5585,3799,279.90,139.95,139.95,279.90,,,,2235,0,2228,0,157,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311190,Cana Verde,5585,,,,,,4065,200.00,85.00,,,,,,,,31119011,Prefeitura Municipal de Cana Verde,PMCV,Local,Administração pública direta,Esgoto
311170,Canaã,4533,1888,130.57,0.00,130.57,130.57,,,,539,0,516,0,151,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311170,Canaã,4533,,,,,,4533,195.00,0.00,,,,,,,,31117011,Prefeitura Municipal de Canaã,PMC,Local,Administração pública direta,Esgoto
311180,Canápolis,12251,9545,798.60,798.60,0.00,798.60,,,,3378,0,3378,0,252,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311180,Canápolis,12251,,,,,,10974,600.83,0.00,,,,,,,,31118011,Prefeitura Municipal de Canápolis,PMC,Local,Administração pública direta,Esgoto
311200,Candeias,14890,10522,707.95,707.95,0.00,707.95,,,,7035,0,7020,0,314,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311205,Cantagalo,4575,2463,120.24,120.24,0.00,120.24,,,,3072,0,3063,0,153,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311210,Caparaó,5464,1755,92.37,92.37,0.00,92.37,,,,1317,0,1317,0,105,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311210,Caparaó,5464,,,,,,2104,70.18,0.00,,,,,,,,31121011,Prefeitura Municipal de Caparaó,PMC,Local,Administração pública direta,Esgoto
311220,Capela Nova,4616,1985,140.68,0.00,140.68,140.68,,,,477,0,477,0,112,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311220,Capela Nova,4616,,,,,,1900,65.00,0.00,,,,,,,,31122011,Prefeitura Municipal de Capela Nova,PMCN,Local,Administração pública direta,Esgoto
311230,Capelinha,38321,26932,1811.90,1207.93,603.97,1811.90,26098,912.18,0.00,5501,0,5493,3,690,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311230,Capelinha,38321,1815,95.05,17.52,77.53,17.52,745,29.50,0.00,994,4,994,0,891,0,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
311240,Capetinga,6860,5368,415.70,415.70,0.00,415.70,490,20.35,20.14,5382,0,5354,0,273,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311240,Capetinga,6860,,,,,,6860,888.00,0.00,,,,,,,,31124011,Prefeitura Municipal de Capetinga,PMC,Local,Administração pública direta,Esgoto
311250,Capim Branco,9896,8816,1017.94,0.00,1017.94,1017.94,1964,103.86,48.57,1400,4,1393,2,496,8,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311260,Capinópolis,16294,12985,1286.44,1286.44,0.00,1286.44,,,,4159,5,4163,1,342,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311260,Capinópolis,16294,,,,,,15000,640.00,0.00,,,,,,,,31126011,Prefeitura Municipal de Capinópolis,PMC,Local,Administração pública direta,Esgoto
311265,Capitão Andrade,5559,4114,258.00,250.00,8.00,0.00,4114,204.00,0.00,4320,0,144,0,96,0,,31126511,Prefeitura Municipal de Capitão Andrade,PMCA,Local,Administração pública direta,Água e Esgoto
311270,Capitão Enéas,15388,9701,570.79,0.00,570.79,570.79,6048,176.54,176.54,608,0,604,0,239,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311280,Capitólio,8693,6898,1133.83,1133.83,0.00,1133.83,,,,8749,1,8713,0,351,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311280,Capitólio,8693,,,,,,6907,787.20,0.00,,,,,,,,31128011,Prefeitura Municipal de Capitólio,PMC,Local,Administração pública direta,Esgoto
311290,Caputira,9318,3514,286.52,230.18,56.34,286.52,,,,2776,0,2776,0,283,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311290,Caputira,9318,,,,,,4700,660.00,0.00,,,,,,,,31129011,Prefeitura Municipal de Caputira,PMC,Local,Administração pública direta,Esgoto
311300,Caraí,23872,6716,384.42,247.14,137.28,38.44,6105,298.50,29.85,7051,498,6966,26,732,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
311310,Caranaíba,3150,2249,170.00,0.00,170.00,0.00,946,60.00,0.00,1,0,312,147,312,171,,31131011,Prefeitura Municipal de Caranaíba,PMC,Local,Administração pública direta,Água e Esgoto
311320,Carandaí,25831,19646,1442.06,671.48,770.58,1442.06,,,,7077,0,7077,1,764,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311320,Carandaí,25831,,,,,,25831,1310.00,0.00,,,,,,,,31132011,Prefeitura Municipal de Carandaí,PMC,Local,Administração pública direta,Esgoto
311330,Carangola,33022,25006,2932.10,2910.15,21.95,2910.15,19319,1335.74,165.19,19096,0,19096,0,1175,0,,31133011,Serviço Municipal de Saneamento Básico e Infraestrutura,SEMASA,Local,Autarquia,Água e Esgoto
311340,Caratinga,93124,69144,4888.47,4791.57,96.90,4888.47,56155,2280.75,1747.99,13985,19,13964,350,1983,16,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311350,Carbonita,9423,7030,371.99,371.99,0.00,371.99,5544,184.08,178.80,5753,0,5761,8,283,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311350,Carbonita,9423,716,26.63,0.00,26.63,0.00,122,19.75,0.00,452,22,452,0,452,2,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
311360,Careaçu,6826,4648,337.77,337.77,0.00,337.77,,,,5284,0,5281,9,114,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311360,Careaçu,6826,,,,,,6826,535.00,0.00,,,,,,,,31136011,Prefeitura Municipal de Careaçu,PMC,Local,Administração pública direta,Esgoto
311370,Carlos Chagas,18516,10769,706.09,706.09,0.00,706.09,9444,361.53,361.53,3863,0,3847,11,241,2,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311370,Carlos Chagas,18516,2011,304.02,124.87,0.40,124.86,1857,44.22,0.00,6193,4,6196,19,575,1,,31686000,Copasa Serviços de Saneamento Integrado do Norte e Nordeste de Minas Gerais S/A,COPANOR,Regional,Empresa pública,Água e Esgotos
311380,Carmésia,2660,1950,190.00,158.00,30.00,0.00,1418,76.00,76.00,5000,66,5000,58,4900,6,,31138011,Prefeitura Municipal de Carmésia,PMC,Local,Administração pública direta,Água e Esgoto
311390,Carmo da Cachoeira,12193,8642,608.88,608.88,0.00,608.88,7845,307.67,0.00,4867,0,4841,3,379,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311400,Carmo da Mata,11546,11143,817.31,746.50,70.81,817.10,9845,308.83,250.09,3888,47,3873,56,678,40,,31140011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
311410,Carmo de Minas,15031,15031,1058.16,1058.16,0.00,0.00,11138,947.61,0.00,4721,15,4721,15,472,3,,31141011,Serviço Autônomo de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
311420,Carmo do Cajuru,22900,21455,1914.61,1623.35,291.26,1623.35,16739,855.92,196.42,5375,90,5124,35,778,0,,31142011,Serviço Autarquico de Água e Esgoto,SAAE,Local,Autarquia,Água e Esgoto
311430,Carmo do Paranaíba,30339,22950,1704.02,1262.78,441.24,1704.02,22679,1055.49,922.75,10677,0,10678,6,613,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311440,Carmo do Rio Claro,21310,14300,1049.00,1034.08,14.92,1049.00,13807,638.25,638.25,4179,0,4132,0,506,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311450,Carmópolis de Minas,19756,19756,1152.00,1050.00,102.00,1050.00,19756,735.00,551.00,8500,0,4920,0,1230,0,,31145011,Serviço de Saneamento Ambiental Municipal,SESAM,Local,Autarquia,Água e Esgoto
311455,Carneirinho,10103,6589,472.52,0.00,472.52,472.52,6136,285.20,285.20,2271,0,1565,0,446,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311460,Carrancas,4052,2781,114.00,0.00,0.00,0.00,,,,2,2,2,2,36,36,,31146011,Prefeitura Municipal de Carrancas,PMC,Local,Administração pública direta,Água
311470,Carvalhópolis,3614,2636,164.63,164.63,0.00,164.63,,,,2664,0,2655,0,116,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311470,Carvalhópolis,3614,,,,,,2647,480.00,480.00,,,,,,,,31147011,Prefeitura Municipal de Carvalhópolis,PMC,Local,Administração pública direta,Esgoto
311480,Carvalhos,4445,1973,167.24,167.24,0.00,167.24,1538,79.89,0.00,2080,0,2074,0,119,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água e Esgotos
311490,Casa Grande,2251,2251,126.14,0.00,100.00,0.00,,,,48,48,48,48,48,48,,31149011,Prefeitura Municipal de Casa Grande,PMCG,Local,Administração pública direta,Água
311500,Cascalho Rico,3108,1931,146.84,0.00,146.84,146.84,,,,673,0,669,0,220,1,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
311500,Cascalho Rico,3108,,,,,,1050,127.80,0.00,,,,,,,,31150011,Prefeitura Municipal de Cascalho Rico,PMCR,Local,Administração pública direta,Esgoto
311510,Cássia,17741,13726,1488.27,1488.27,0.00,1488.27,,,,4425,0,4392,0,333,0,,31062000,Companhia de Saneamento de Minas Gerais,COPASA,Regional,Sociedade de economia mista com administração pública,Água
